project,test,flakylens_predicted,real_error_category,exception_type
hector-client-hector,me.prettyprint.hector.api.ApiV2SystemTest#testBatchInsertGetRemove,Not Flaky,Unclear,me.prettyprint.hector.api.exceptions.HCassandraInternalException
hector-client-hector,me.prettyprint.hector.api.ApiV2SystemTest#testSuperInsertGetRemove,Not Flaky,Unclear,me.prettyprint.hector.api.exceptions.HCassandraInternalException
hector-client-hector,me.prettyprint.hector.api.ApiV2SystemTest#testSubColumnQuery,Not Flaky,Unclear,me.prettyprint.hector.api.exceptions.HCassandraInternalException
hector-client-hector,me.prettyprint.hector.api.ApiV2SystemTest#testMultigetSliceQuery,Not Flaky,Unclear,me.prettyprint.hector.api.exceptions.HCassandraInternalException
hector-client-hector,me.prettyprint.hector.api.ApiV2SystemTest#testSliceQuery,Not Flaky,Unclear,me.prettyprint.hector.api.exceptions.HCassandraInternalException
hector-client-hector,me.prettyprint.hector.api.ApiV2SystemTest#testSuperSliceQuery,Not Flaky,Unclear,me.prettyprint.hector.api.exceptions.HCassandraInternalException
hector-client-hector,me.prettyprint.hector.api.ApiV2SystemTest#testSubSliceQuery,Not Flaky,Unclear,me.prettyprint.hector.api.exceptions.HCassandraInternalException
hector-client-hector,me.prettyprint.hector.api.ApiV2SystemTest#testMultigetSuperSliceQuery,Not Flaky,Unclear,me.prettyprint.hector.api.exceptions.HCassandraInternalException
hector-client-hector,me.prettyprint.hector.api.ApiV2SystemTest#testMultigetSubSliceQuery,Not Flaky,Unclear,me.prettyprint.hector.api.exceptions.HCassandraInternalException
hector-client-hector,me.prettyprint.hector.api.ApiV2SystemTest#testCountQuery,Not Flaky,Unclear,me.prettyprint.hector.api.exceptions.HCassandraInternalException
hector-client-hector,me.prettyprint.hector.api.ApiV2SystemTest#testSuperCountQuery,Not Flaky,Unclear,me.prettyprint.hector.api.exceptions.HCassandraInternalException
hector-client-hector,me.prettyprint.hector.api.ApiV2SystemTest#testSubCountQuery,Not Flaky,Unclear,me.prettyprint.hector.api.exceptions.HCassandraInternalException
hector-client-hector,me.prettyprint.cassandra.utils.TimeUUIDUtilsTest#testTimeUUIDWithClockResolution,Not Flaky,Unclear,java.lang.AssertionError
hector-client-hector,me.prettyprint.cassandra.model.MultigetCountQueryTest#testMultigetCount,Not Flaky,Unclear,me.prettyprint.hector.api.exceptions.HCassandraInternalException
hector-client-hector,me.prettyprint.cassandra.service.CassandraAuthTest#testInsertAndGetAndRemove,Not Flaky,Unclear,me.prettyprint.hector.api.exceptions.HCassandraInternalException
hector-client-hector,me.prettyprint.cassandra.model.MutatorTest#testInsert,Not Flaky,Unclear,me.prettyprint.hector.api.exceptions.HCassandraInternalException
hector-client-hector,me.prettyprint.cassandra.model.MutatorTest#testSubDelete,Not Flaky,Unclear,me.prettyprint.hector.api.exceptions.HCassandraInternalException
hector-client-hector,me.prettyprint.cassandra.model.MutatorTest#testBatchMutationManagement,Not Flaky,Unclear,me.prettyprint.hector.api.exceptions.HCassandraInternalException
hector-client-hector,me.prettyprint.cassandra.model.MutatorTest#testRowDeletion,Not Flaky,Unclear,me.prettyprint.hector.api.exceptions.HCassandraInternalException
hector-client-hector,me.prettyprint.cassandra.examples.ExampleDaoV2Test#testInsertGetDelete,Not Flaky,Unclear,me.prettyprint.hector.api.exceptions.HCassandraInternalException
hector-client-hector,me.prettyprint.cassandra.examples.ExampleDaoV2Test#testMultiInsertGetDelete,Not Flaky,Unclear,me.prettyprint.hector.api.exceptions.HCassandraInternalException
hector-client-hector,me.prettyprint.hom.EntityManagerFactoryTest#testCreateEntityManager,Not Flaky,Unclear,java.lang.AssertionError:
jknack-handlebars.java,com.github.jknack.handlebars.HumanizeHelperTest#naturalTime,Not Flaky,Unclear,org.junit.ComparisonFailure
joel-costigliola-assertj-core,org.assertj.core.api.date.DateAssert_with_string_based_date_representation_Test#date_assertion_should_support_timestamp_string_representation,Not Flaky,Unclear,java.lang.AssertionError
kevinsawicki-http-request,com.github.kevinsawicki.http.HttpRequestTest#basicProxyAuthentication,Not Flaky,Unclear,com.github.kevinsawicki.http.HttpRequest$HttpRequestException
kevinsawicki-http-request,com.github.kevinsawicki.http.HttpRequestTest#getUrlEncodedWithUnicode,Not Flaky,Unclear,org.junit.ComparisonFailure
kevinsawicki-http-request,com.github.kevinsawicki.http.HttpRequestTest#getUrlEncodedWithPercent,Not Flaky,Unclear,org.junit.ComparisonFailure
kevinsawicki-http-request,com.github.kevinsawicki.http.HttpRequestTest#getUrlEncodedWithSpace,Not Flaky,Unclear,org.junit.ComparisonFailure
kevinsawicki-http-request,com.github.kevinsawicki.http.HttpRequestTest#verifierAccepts,Not Flaky,Unclear,java.lang.ClassCastException
kevinsawicki-http-request,com.github.kevinsawicki.http.HttpRequestTest#singleVerifier,Not Flaky,Unclear,java.lang.ClassCastException
kevinsawicki-http-request,com.github.kevinsawicki.http.HttpRequestTest#singleSslSocketFactory,Not Flaky,Unclear,java.lang.ClassCastException
kevinsawicki-http-request,com.github.kevinsawicki.http.HttpRequestTest#postWithMappedQueryParams,Not Flaky,Unclear,java.lang.AssertionError
kevinsawicki-http-request,com.github.kevinsawicki.http.HttpRequestTest#postWithVaragsQueryParams,Not Flaky,Unclear,java.lang.AssertionError
kevinsawicki-http-request,com.github.kevinsawicki.http.HttpRequestTest#postWithEscapedMappedQueryParams,Not Flaky,Unclear,java.lang.AssertionError
kevinsawicki-http-request,com.github.kevinsawicki.http.HttpRequestTest#postWithEscapedVarargsQueryParams,Not Flaky,Unclear,java.lang.AssertionError
kevinsawicki-http-request,com.github.kevinsawicki.http.HttpRequestTest#postWithNumericQueryParams,Not Flaky,Unclear,java.lang.AssertionError
kevinsawicki-http-request,com.github.kevinsawicki.http.HttpRequestTest#getWithMappedQueryParams,Not Flaky,Unclear,java.lang.AssertionError
kevinsawicki-http-request,com.github.kevinsawicki.http.HttpRequestTest#getWithVarargsQueryParams,Not Flaky,Unclear,java.lang.AssertionError
kevinsawicki-http-request,com.github.kevinsawicki.http.HttpRequestTest#getWithEscapedMappedQueryParams,Not Flaky,Unclear,java.lang.AssertionError
kevinsawicki-http-request,com.github.kevinsawicki.http.HttpRequestTest#getWithEscapedVarargsQueryParams,Not Flaky,Unclear,java.lang.AssertionError
kevinsawicki-http-request,com.github.kevinsawicki.http.HttpRequestTest#deleteWithMappedQueryParams,Not Flaky,Unclear,java.lang.AssertionError
kevinsawicki-http-request,com.github.kevinsawicki.http.HttpRequestTest#deleteWithVarargsQueryParams,Not Flaky,Unclear,java.lang.AssertionError
orbit-orbit,com.ea.orbit.actors.test.StatelessActorTest#statelessTest,Not Flaky,Unclear,java.lang.AssertionError
orbit-orbit,com.ea.orbit.actors.test.ReminderTest#persistedTimerTest,Not Flaky,Unclear,junit.framework.AssertionFailedError
orbit-orbit,com.ea.orbit.actors.test.TimerTest#timerTest,Not Flaky,Unclear,java.lang.AssertionError
orbit-orbit,com.ea.orbit.actors.test.ObserverTest#observerGarbageCollection,Not Flaky,Unclear,java.lang.AssertionError
orbit-orbit,com.ea.orbit.actors.test.DeactivationTest#cleanupTest,Not Flaky,Unclear,java.lang.AssertionError
orbit-orbit,com.ea.orbit.actors.test.DeactivationTest#statelessWorkerDeactivationTest,Not Flaky,Unclear,java.lang.AssertionError
orbit-orbit,com.ea.orbit.actors.test.LifeCycleTest#deactivationTest,Not Flaky,Unclear,java.lang.AssertionError
qos-ch-logback,ch.qos.logback.classic.pattern.ConverterTest#testRelativeTime,Not Flaky,Unclear,org.junit.ComparisonFailure
qos-ch-logback,ch.qos.logback.classic.net.SMTPAppender_GreenTest#testCustomEvaluator,Not Flaky,Unclear,java.lang.AssertionError
qos-ch-logback,ch.qos.logback.classic.net.SMTPAppender_GreenTest#testCustomBufferSize,Not Flaky,Unclear,java.lang.AssertionError
qos-ch-logback,ch.qos.logback.classic.net.SMTPAppender_GreenTest#synchronousSmoke,Not Flaky,Unclear,java.lang.AssertionError
qos-ch-logback,ch.qos.logback.classic.net.SMTPAppender_GreenTest#LBCLASSIC_104,Not Flaky,Unclear,java.lang.AssertionError
qos-ch-logback,ch.qos.logback.classic.sift.MDCBasedDiscriminatorTest#nullMDC,Not Flaky,Unclear,java.lang.AssertionError
qos-ch-logback,ch.qos.logback.classic.spi.PackagingDataCalculatorTest#perfTest,Not Flaky,Unclear,java.lang.AssertionError
qos-ch-logback,ch.qos.logback.classic.turbo.ReconfigureOnChangeTest#fallbackToSafe,Not Flaky,Unclear,java.lang.AssertionError
qos-ch-logback,ch.qos.logback.classic.turbo.ReconfigureOnChangeTest#gafferInstallFilter,Not Flaky,Unclear,java.lang.ArrayIndexOutOfBoundsException
qos-ch-logback,ch.qos.logback.classic.turbo.ReconfigureOnChangeTest#fallbackToSafeWithIncludedFile,Not Flaky,Unclear,java.lang.AssertionError
qos-ch-logback,ch.qos.logback.classic.turbo.ReconfigureOnChangeTest#scan_LOGBACK_474,Not Flaky,Unclear,java.lang.Exception
qos-ch-logback,ch.qos.logback.classic.net.SyslogAppenderTest#basic,Not Flaky,Unclear,java.lang.AssertionError
qos-ch-logback,ch.qos.logback.classic.rolling.UniqueFileTest#basic,Not Flaky,Unclear,java.lang.AssertionError
qos-ch-logback,ch.qos.logback.core.net.DefaultSocketConnectorTest#testConnectionFails,Not Flaky,Unclear,java.lang.AssertionError
qos-ch-logback,ch.qos.logback.core.rolling.TimeBasedRollingTest#withMissingTargetDirWithCompression,Not Flaky,Unclear,java.io.FileNotFoundException
qos-ch-logback,ch.qos.logback.core.rolling.TimeBasedRollingTest#withMissingTargetDirWithZipCompression,Not Flaky,Unclear,java.io.FileNotFoundException
qos-ch-logback,ch.qos.logback.core.recovery.ResilientOutputStreamTest#verifyRecuperationAfterFailure,Not Flaky,Concurrency,Wanted but not invoked
qos-ch-logback,ch.qos.logback.core.FileAppenderResilienceTest#smoke,Not Flaky,Unclear,java.lang.AssertionError
qos-ch-logback,ch.qos.logback.core.recovery.RecoveryCoordinatorTest#actualTime,Not Flaky,Unclear,java.lang.AssertionError
qos-ch-logback,ch.qos.logback.core.AsyncAppenderBaseTest#workerShouldStopEvenIfInterruptExceptionConsumedWithinSubappender,Not Flaky,Async Wait,java.lang.AssertionError
qos-ch-logback,ch.qos.logback.core.util.FileUtilTest#basicCopyingWorks,Not Flaky,Unclear,ch.qos.logback.core.rolling.RolloverFailure
qos-ch-logback,ch.qos.logback.core.rolling.TimeBasedRollingWithArchiveRemoval_Test#dailyRolloverWithInactivity10,Not Flaky,Unclear,java.lang.AssertionError
spring-projects-spring-boot,sample.data.redis.SampleRedisApplicationTests#testDefaultSettings,Not Flaky,Order Dependent,java.lang.AssertionError
spring-projects-spring-boot,sample.parent.consumer.SampleIntegrationParentApplicationTests#testVanillaExchange,Not Flaky,Unclear,java.lang.AssertionError
spring-projects-spring-boot,org.springframework.boot.actuate.autoconfigure.EndpointWebMvcAutoConfigurationTests#disabled,Not Flaky,Unclear,java.lang.AssertionError
spring-projects-spring-boot,org.springframework.boot.actuate.autoconfigure.EndpointWebMvcAutoConfigurationTests#onSamePort,Not Flaky,Unclear,java.io.IOException
spring-projects-spring-boot,org.springframework.boot.actuate.autoconfigure.EndpointWebMvcAutoConfigurationTests#portPropertiesOnSamePort,Not Flaky,Unclear,java.io.IOException
spring-projects-spring-boot,sample.bitronix.SampleBitronixApplicationTests#testExposesXaAndNonXa,Not Flaky,Unclear,org.springframework.beans.factory.UnsatisfiedDependencyException
spring-projects-spring-boot,sample.data.gemfire.SampleDataGemFireApplicationTests#testGemstonesApp,Not Flaky,Async Wait,java.lang.IllegalStateException
spring-projects-spring-boot,org.springframework.boot.cli.JarCommandIT#jarCreation,Not Flaky,Unclear,java.lang.AssertionError
spring-projects-spring-boot,org.springframework.boot.cli.JarCommandIT#jarCreationWithIncludes,Not Flaky,Unclear,java.lang.AssertionError
spring-projects-spring-boot,org.springframework.boot.cli.JarCommandIT#jarCreationWithGrabResolver,Not Flaky,Async Wait,java.lang.AssertionError
spring-projects-spring-boot,org.springframework.boot.autoconfigure.liquibase.LiquibaseAutoConfigurationTests#testOverrideContexts,Not Flaky,Async Wait,org.springframework.beans.factory.BeanCreationException
spring-projects-spring-boot,org.springframework.boot.autoconfigure.liquibase.LiquibaseAutoConfigurationTests#testOverrideDropFirst,Not Flaky,Async Wait,org.springframework.beans.factory.BeanCreationException
spring-projects-spring-boot,org.springframework.boot.autoconfigure.liquibase.LiquibaseAutoConfigurationTests#testOverrideDataSource,Not Flaky,Async Wait,org.springframework.beans.factory.BeanCreationException
spring-projects-spring-boot,org.springframework.boot.autoconfigure.liquibase.LiquibaseAutoConfigurationTests#testOverrideDefaultSchema,Not Flaky,Async Wait,org.springframework.beans.factory.BeanCreationException
spring-projects-spring-boot,org.springframework.boot.autoconfigure.liquibase.LiquibaseAutoConfigurationTests#testOverrideChangeLog,Not Flaky,Async Wait,org.springframework.beans.factory.BeanCreationException
spring-projects-spring-boot,org.springframework.boot.autoconfigure.liquibase.LiquibaseAutoConfigurationTests#testDefaultSpringLiquibase,Not Flaky,Async Wait,org.springframework.beans.factory.BeanCreationException
spring-projects-spring-boot,org.springframework.boot.autoconfigure.jta.JtaAutoConfigurationTests#defaultAtomikosTransactionManagerName,Not Flaky,Unclear,java.net.UnknownHostException
spring-projects-spring-boot,org.springframework.boot.autoconfigure.jta.JtaAutoConfigurationTests#defaultBitronixServerId,Not Flaky,Unclear,java.net.UnknownHostException
spring-projects-spring-boot,org.springframework.boot.autoconfigure.orm.jpa.HibernateJpaAutoConfigurationTests#testLiquibasePlusValidation,Not Flaky,Async Wait,org.springframework.beans.factory.BeanCreationException
spring-projects-spring-boot,org.springframework.boot.autoconfigure.jms.hornetq.HornetQAutoConfigurationTests#embeddedWithPersistentMode,Not Flaky,Unclear,org.springframework.jms.UncategorizedJmsException
spring-projects-spring-boot,org.springframework.boot.gradle.NoJarTests#nojar,Not Flaky,Async Wait,org.gradle.tooling.GradleConnectionException
spring-projects-spring-boot,org.springframework.boot.starter.StarterDependenciesIntegrationTests#commonsLoggingIsNotATransitiveDependency[0],Not Flaky,Async Wait,org.gradle.tooling.GradleConnectionException
spring-projects-spring-boot,org.springframework.boot.starter.StarterDependenciesIntegrationTests#oldSpringModulesAreNotTransitiveDependencies[0],Not Flaky,Async Wait,org.gradle.tooling.GradleConnectionException
spring-projects-spring-boot,org.springframework.boot.starter.StarterDependenciesIntegrationTests#commonsLoggingIsNotATransitiveDependency[1],Not Flaky,Async Wait,org.gradle.tooling.GradleConnectionException
spring-projects-spring-boot,org.springframework.boot.starter.StarterDependenciesIntegrationTests#oldSpringModulesAreNotTransitiveDependencies[1],Not Flaky,Async Wait,org.gradle.tooling.GradleConnectionException
spring-projects-spring-boot,org.springframework.boot.starter.StarterDependenciesIntegrationTests#commonsLoggingIsNotATransitiveDependency[2],Not Flaky,Async Wait,org.gradle.tooling.GradleConnectionException
spring-projects-spring-boot,org.springframework.boot.starter.StarterDependenciesIntegrationTests#oldSpringModulesAreNotTransitiveDependencies[2],Not Flaky,Async Wait,org.gradle.tooling.GradleConnectionException
spring-projects-spring-boot,org.springframework.boot.starter.StarterDependenciesIntegrationTests#commonsLoggingIsNotATransitiveDependency[3],Not Flaky,Async Wait,org.gradle.tooling.GradleConnectionException
spring-projects-spring-boot,org.springframework.boot.starter.StarterDependenciesIntegrationTests#oldSpringModulesAreNotTransitiveDependencies[3],Not Flaky,Async Wait,org.gradle.tooling.GradleConnectionException
spring-projects-spring-boot,org.springframework.boot.starter.StarterDependenciesIntegrationTests#commonsLoggingIsNotATransitiveDependency[4],Not Flaky,Async Wait,org.gradle.tooling.GradleConnectionException
spring-projects-spring-boot,org.springframework.boot.starter.StarterDependenciesIntegrationTests#oldSpringModulesAreNotTransitiveDependencies[4],Not Flaky,Async Wait,org.gradle.tooling.GradleConnectionException
spring-projects-spring-boot,org.springframework.boot.starter.StarterDependenciesIntegrationTests#commonsLoggingIsNotATransitiveDependency[5],Not Flaky,Async Wait,org.gradle.tooling.GradleConnectionException
spring-projects-spring-boot,org.springframework.boot.starter.StarterDependenciesIntegrationTests#oldSpringModulesAreNotTransitiveDependencies[5],Not Flaky,Async Wait,org.gradle.tooling.GradleConnectionException
spring-projects-spring-boot,org.springframework.boot.starter.StarterDependenciesIntegrationTests#commonsLoggingIsNotATransitiveDependency[6],Not Flaky,Async Wait,org.gradle.tooling.GradleConnectionException
spring-projects-spring-boot,org.springframework.boot.starter.StarterDependenciesIntegrationTests#oldSpringModulesAreNotTransitiveDependencies[6],Not Flaky,Async Wait,org.gradle.tooling.GradleConnectionException
spring-projects-spring-boot,org.springframework.boot.starter.StarterDependenciesIntegrationTests#commonsLoggingIsNotATransitiveDependency[7],Not Flaky,Async Wait,org.gradle.tooling.GradleConnectionException
spring-projects-spring-boot,org.springframework.boot.starter.StarterDependenciesIntegrationTests#oldSpringModulesAreNotTransitiveDependencies[7],Not Flaky,Async Wait,org.gradle.tooling.GradleConnectionException
spring-projects-spring-boot,org.springframework.boot.starter.StarterDependenciesIntegrationTests#commonsLoggingIsNotATransitiveDependency[8],Not Flaky,Async Wait,org.gradle.tooling.GradleConnectionException
spring-projects-spring-boot,org.springframework.boot.starter.StarterDependenciesIntegrationTests#oldSpringModulesAreNotTransitiveDependencies[8],Not Flaky,Async Wait,org.gradle.tooling.GradleConnectionException
spring-projects-spring-boot,org.springframework.boot.starter.StarterDependenciesIntegrationTests#commonsLoggingIsNotATransitiveDependency[9],Not Flaky,Async Wait,org.gradle.tooling.GradleConnectionException
spring-projects-spring-boot,org.springframework.boot.starter.StarterDependenciesIntegrationTests#oldSpringModulesAreNotTransitiveDependencies[9],Not Flaky,Async Wait,org.gradle.tooling.GradleConnectionException
spring-projects-spring-boot,org.springframework.boot.starter.StarterDependenciesIntegrationTests#commonsLoggingIsNotATransitiveDependency[10],Not Flaky,Async Wait,org.gradle.tooling.GradleConnectionException
spring-projects-spring-boot,org.springframework.boot.starter.StarterDependenciesIntegrationTests#oldSpringModulesAreNotTransitiveDependencies[10],Not Flaky,Async Wait,org.gradle.tooling.GradleConnectionException
spring-projects-spring-boot,org.springframework.boot.starter.StarterDependenciesIntegrationTests#commonsLoggingIsNotATransitiveDependency[11],Not Flaky,Async Wait,org.gradle.tooling.GradleConnectionException
spring-projects-spring-boot,org.springframework.boot.starter.StarterDependenciesIntegrationTests#oldSpringModulesAreNotTransitiveDependencies[11],Not Flaky,Async Wait,org.gradle.tooling.GradleConnectionException
spring-projects-spring-boot,org.springframework.boot.starter.StarterDependenciesIntegrationTests#commonsLoggingIsNotATransitiveDependency[12],Not Flaky,Async Wait,org.gradle.tooling.GradleConnectionException
spring-projects-spring-boot,org.springframework.boot.starter.StarterDependenciesIntegrationTests#oldSpringModulesAreNotTransitiveDependencies[12],Not Flaky,Async Wait,org.gradle.tooling.GradleConnectionException
spring-projects-spring-boot,org.springframework.boot.starter.StarterDependenciesIntegrationTests#commonsLoggingIsNotATransitiveDependency[13],Not Flaky,Async Wait,org.gradle.tooling.GradleConnectionException
spring-projects-spring-boot,org.springframework.boot.starter.StarterDependenciesIntegrationTests#oldSpringModulesAreNotTransitiveDependencies[13],Not Flaky,Async Wait,org.gradle.tooling.GradleConnectionException
spring-projects-spring-boot,org.springframework.boot.starter.StarterDependenciesIntegrationTests#commonsLoggingIsNotATransitiveDependency[14],Not Flaky,Async Wait,org.gradle.tooling.GradleConnectionException
spring-projects-spring-boot,org.springframework.boot.starter.StarterDependenciesIntegrationTests#oldSpringModulesAreNotTransitiveDependencies[14],Not Flaky,Async Wait,org.gradle.tooling.GradleConnectionException
spring-projects-spring-boot,org.springframework.boot.starter.StarterDependenciesIntegrationTests#commonsLoggingIsNotATransitiveDependency[15],Not Flaky,Async Wait,org.gradle.tooling.GradleConnectionException
spring-projects-spring-boot,org.springframework.boot.starter.StarterDependenciesIntegrationTests#oldSpringModulesAreNotTransitiveDependencies[15],Not Flaky,Async Wait,org.gradle.tooling.GradleConnectionException
spring-projects-spring-boot,org.springframework.boot.starter.StarterDependenciesIntegrationTests#commonsLoggingIsNotATransitiveDependency[16],Not Flaky,Async Wait,org.gradle.tooling.GradleConnectionException
spring-projects-spring-boot,org.springframework.boot.starter.StarterDependenciesIntegrationTests#oldSpringModulesAreNotTransitiveDependencies[16],Not Flaky,Async Wait,org.gradle.tooling.GradleConnectionException
spring-projects-spring-boot,org.springframework.boot.starter.StarterDependenciesIntegrationTests#commonsLoggingIsNotATransitiveDependency[17],Not Flaky,Async Wait,org.gradle.tooling.GradleConnectionException
spring-projects-spring-boot,org.springframework.boot.starter.StarterDependenciesIntegrationTests#oldSpringModulesAreNotTransitiveDependencies[17],Not Flaky,Async Wait,org.gradle.tooling.GradleConnectionException
spring-projects-spring-boot,org.springframework.boot.starter.StarterDependenciesIntegrationTests#commonsLoggingIsNotATransitiveDependency[18],Not Flaky,Async Wait,org.gradle.tooling.GradleConnectionException
spring-projects-spring-boot,org.springframework.boot.starter.StarterDependenciesIntegrationTests#oldSpringModulesAreNotTransitiveDependencies[18],Not Flaky,Async Wait,org.gradle.tooling.GradleConnectionException
spring-projects-spring-boot,org.springframework.boot.starter.StarterDependenciesIntegrationTests#commonsLoggingIsNotATransitiveDependency[19],Not Flaky,Async Wait,org.gradle.tooling.GradleConnectionException
spring-projects-spring-boot,org.springframework.boot.starter.StarterDependenciesIntegrationTests#oldSpringModulesAreNotTransitiveDependencies[19],Not Flaky,Async Wait,org.gradle.tooling.GradleConnectionException
spring-projects-spring-boot,org.springframework.boot.starter.StarterDependenciesIntegrationTests#commonsLoggingIsNotATransitiveDependency[20],Not Flaky,Async Wait,org.gradle.tooling.GradleConnectionException
spring-projects-spring-boot,org.springframework.boot.starter.StarterDependenciesIntegrationTests#oldSpringModulesAreNotTransitiveDependencies[20],Not Flaky,Async Wait,org.gradle.tooling.GradleConnectionException
spring-projects-spring-boot,org.springframework.boot.starter.StarterDependenciesIntegrationTests#commonsLoggingIsNotATransitiveDependency[21],Not Flaky,Async Wait,org.gradle.tooling.GradleConnectionException
spring-projects-spring-boot,org.springframework.boot.starter.StarterDependenciesIntegrationTests#oldSpringModulesAreNotTransitiveDependencies[21],Not Flaky,Async Wait,org.gradle.tooling.GradleConnectionException
spring-projects-spring-boot,org.springframework.boot.starter.StarterDependenciesIntegrationTests#commonsLoggingIsNotATransitiveDependency[22],Not Flaky,Async Wait,org.gradle.tooling.GradleConnectionException
spring-projects-spring-boot,org.springframework.boot.starter.StarterDependenciesIntegrationTests#oldSpringModulesAreNotTransitiveDependencies[22],Not Flaky,Async Wait,org.gradle.tooling.GradleConnectionException
spring-projects-spring-boot,org.springframework.boot.starter.StarterDependenciesIntegrationTests#commonsLoggingIsNotATransitiveDependency[23],Not Flaky,Async Wait,org.gradle.tooling.GradleConnectionException
spring-projects-spring-boot,org.springframework.boot.starter.StarterDependenciesIntegrationTests#oldSpringModulesAreNotTransitiveDependencies[23],Not Flaky,Async Wait,org.gradle.tooling.GradleConnectionException
spring-projects-spring-boot,org.springframework.boot.starter.StarterDependenciesIntegrationTests#commonsLoggingIsNotATransitiveDependency[24],Not Flaky,Async Wait,org.gradle.tooling.GradleConnectionException
spring-projects-spring-boot,org.springframework.boot.starter.StarterDependenciesIntegrationTests#oldSpringModulesAreNotTransitiveDependencies[24],Not Flaky,Async Wait,org.gradle.tooling.GradleConnectionException
spring-projects-spring-boot,org.springframework.boot.starter.StarterDependenciesIntegrationTests#commonsLoggingIsNotATransitiveDependency[25],Not Flaky,Async Wait,org.gradle.tooling.GradleConnectionException
spring-projects-spring-boot,org.springframework.boot.starter.StarterDependenciesIntegrationTests#oldSpringModulesAreNotTransitiveDependencies[25],Not Flaky,Async Wait,org.gradle.tooling.GradleConnectionException
spring-projects-spring-boot,org.springframework.boot.starter.StarterDependenciesIntegrationTests#commonsLoggingIsNotATransitiveDependency[26],Not Flaky,Async Wait,org.gradle.tooling.GradleConnectionException
spring-projects-spring-boot,org.springframework.boot.starter.StarterDependenciesIntegrationTests#oldSpringModulesAreNotTransitiveDependencies[26],Not Flaky,Async Wait,org.gradle.tooling.GradleConnectionException
spring-projects-spring-boot,org.springframework.boot.starter.StarterDependenciesIntegrationTests#commonsLoggingIsNotATransitiveDependency[27],Not Flaky,Async Wait,org.gradle.tooling.GradleConnectionException
spring-projects-spring-boot,org.springframework.boot.starter.StarterDependenciesIntegrationTests#oldSpringModulesAreNotTransitiveDependencies[27],Not Flaky,Async Wait,org.gradle.tooling.GradleConnectionException
spring-projects-spring-boot,org.springframework.boot.starter.StarterDependenciesIntegrationTests#commonsLoggingIsNotATransitiveDependency[28],Not Flaky,Async Wait,org.gradle.tooling.GradleConnectionException
spring-projects-spring-boot,org.springframework.boot.starter.StarterDependenciesIntegrationTests#oldSpringModulesAreNotTransitiveDependencies[28],Not Flaky,Async Wait,org.gradle.tooling.GradleConnectionException
spring-projects-spring-boot,org.springframework.boot.starter.StarterDependenciesIntegrationTests#commonsLoggingIsNotATransitiveDependency[29],Not Flaky,Async Wait,org.gradle.tooling.GradleConnectionException
spring-projects-spring-boot,org.springframework.boot.starter.StarterDependenciesIntegrationTests#oldSpringModulesAreNotTransitiveDependencies[29],Not Flaky,Async Wait,org.gradle.tooling.GradleConnectionException
spring-projects-spring-boot,org.springframework.boot.starter.StarterDependenciesIntegrationTests#commonsLoggingIsNotATransitiveDependency[30],Not Flaky,Async Wait,org.gradle.tooling.GradleConnectionException
spring-projects-spring-boot,org.springframework.boot.starter.StarterDependenciesIntegrationTests#oldSpringModulesAreNotTransitiveDependencies[30],Not Flaky,Async Wait,org.gradle.tooling.GradleConnectionException
spring-projects-spring-boot,org.springframework.boot.starter.StarterDependenciesIntegrationTests#commonsLoggingIsNotATransitiveDependency[31],Not Flaky,Async Wait,org.gradle.tooling.GradleConnectionException
spring-projects-spring-boot,org.springframework.boot.starter.StarterDependenciesIntegrationTests#oldSpringModulesAreNotTransitiveDependencies[31],Not Flaky,Async Wait,org.gradle.tooling.GradleConnectionException
spring-projects-spring-boot,org.springframework.boot.starter.StarterDependenciesIntegrationTests#commonsLoggingIsNotATransitiveDependency[32],Not Flaky,Async Wait,org.gradle.tooling.GradleConnectionException
spring-projects-spring-boot,org.springframework.boot.starter.StarterDependenciesIntegrationTests#oldSpringModulesAreNotTransitiveDependencies[32],Not Flaky,Async Wait,org.gradle.tooling.GradleConnectionException
spring-projects-spring-boot,org.springframework.boot.starter.StarterDependenciesIntegrationTests#commonsLoggingIsNotATransitiveDependency[33],Not Flaky,Async Wait,org.gradle.tooling.GradleConnectionException
spring-projects-spring-boot,org.springframework.boot.starter.StarterDependenciesIntegrationTests#oldSpringModulesAreNotTransitiveDependencies[33],Not Flaky,Async Wait,org.gradle.tooling.GradleConnectionException
spring-projects-spring-boot,org.springframework.boot.starter.StarterDependenciesIntegrationTests#commonsLoggingIsNotATransitiveDependency[34],Not Flaky,Async Wait,org.gradle.tooling.GradleConnectionException
spring-projects-spring-boot,org.springframework.boot.starter.StarterDependenciesIntegrationTests#oldSpringModulesAreNotTransitiveDependencies[34],Not Flaky,Async Wait,org.gradle.tooling.GradleConnectionException
spring-projects-spring-boot,org.springframework.boot.starter.StarterDependenciesIntegrationTests#commonsLoggingIsNotATransitiveDependency[35],Not Flaky,Async Wait,org.gradle.tooling.GradleConnectionException
spring-projects-spring-boot,org.springframework.boot.starter.StarterDependenciesIntegrationTests#oldSpringModulesAreNotTransitiveDependencies[35],Not Flaky,Async Wait,org.gradle.tooling.GradleConnectionException
spring-projects-spring-boot,org.springframework.boot.starter.StarterDependenciesIntegrationTests#commonsLoggingIsNotATransitiveDependency[36],Not Flaky,Async Wait,org.gradle.tooling.GradleConnectionException
