project,test,match_status,exception_type,category,message
apache-httpcore,org.apache.http.pool.TestConnPool#testCreateNewIfExpired,matched (6 report(s) available),org.mockito.exceptions.verification.TooLittleActualInvocations,Other (TooLittleActualInvocations)," httpConnectionFactory.create(""somehost""); Wanted 2 times: -> at org.apache.http.pool.TestConnPool.testCreateNewIfExpired(TestConnPool.java:510) But was 1 time: -> at org.apache.http.pool.TestConnPool$LocalConnPool.createConnection(TestConnPool.java:72) "
apache-httpcore,org.apache.http.pool.TestConnPool#testCloseExpired,matched (2 report(s) available),Wanted but not invoked,Other (Wanted but not invoked)," Wanted but not invoked: httpConnection.close(); -> at org.apache.http.pool.TestConnPool.testCloseExpired(TestConnPool.java:550) Actually, there were zero interactions with this mock. "
apache-httpcore,org.apache.http.pool.TestConnPool#testLeaseTimeout,matched (150 report(s) available),junit.framework.AssertionFailedError,Assertion Failure,null
apache-httpcore,org.apache.http.pool.TestConnPool#testCloseIdle,matched (1 report(s) available),Wanted but not invoked,Other (Wanted but not invoked)," Wanted but not invoked: httpConnection.close(); -> at org.apache.http.pool.TestConnPool.testCloseIdle(TestConnPool.java:668) Actually, there were zero interactions with this mock. "
apache-httpcore,org.apache.http.nio.protocol.TestNIOSSLHttp#testHttpPostsWithContentLength,matched (1 report(s) available),java.lang.AssertionError,Assertion Failure,
apache-httpcore,org.apache.http.impl.nio.reactor.TestDefaultIOReactors#testGracefulShutdown,matched (3 report(s) available),java.lang.AssertionError,Assertion Failure,
apache-httpcore,org.apache.http.nio.protocol.TestAsyncNHttpHandlers#testHttpPostsChunked,matched (2 report(s) available),java.lang.AssertionError,Assertion Failure,
apache-httpcore,org.apache.http.nio.protocol.TestAsyncNHttpHandlers#testDelayedHttpGets,matched (1 report(s) available),java.lang.AssertionError,Assertion Failure,
apache-httpcore,org.apache.http.nio.protocol.TestAsyncNHttpHandlers#testHttpException,matched (3 report(s) available),java.lang.AssertionError,Assertion Failure,
apache-httpcore,org.apache.http.nio.protocol.TestAsyncNHttpHandlers#testDelayedHttpException,matched (2 report(s) available),java.lang.AssertionError,Assertion Failure,
apache-httpcore,org.apache.http.nio.protocol.TestAsyncNHttpHandlers#testNoServiceHandler,matched (3 report(s) available),java.lang.AssertionError,Assertion Failure,
apache-httpcore,org.apache.http.nio.protocol.TestAsyncNHttpHandlers#testHttpPostWithNoEntities,matched (4 report(s) available),java.lang.AssertionError,Assertion Failure,
apache-httpcore,org.apache.http.nio.protocol.TestAsyncNHttpHandlers#testNoRequestHandler,matched (1 report(s) available),java.lang.AssertionError,Assertion Failure,
apache-httpcore,org.apache.http.nio.protocol.TestBufferingNHttpHandlers#testHttpPostsChunked,matched (2 report(s) available),java.lang.AssertionError,Assertion Failure,
apache-httpcore,org.apache.http.nio.protocol.TestBufferingNHttpHandlers#testHttpPostsHTTP10,matched (1 report(s) available),java.lang.AssertionError,Assertion Failure,
apache-httpcore,org.apache.http.nio.protocol.TestBufferingNHttpHandlers#testHttpPostsWithExpectContinue,matched (1 report(s) available),java.lang.AssertionError,Assertion Failure,
apache-httpcore,org.apache.http.nio.protocol.TestThrottlingNHttpHandlers#testSimpleHttpGets,matched (1 report(s) available),java.lang.AssertionError,Assertion Failure,
apache-httpcore,org.apache.http.nio.protocol.TestThrottlingNHttpHandlers#testSimpleHttpPostsChunked,matched (1 report(s) available),java.lang.AssertionError,Assertion Failure,
apache-httpcore,org.apache.http.nio.protocol.TestThrottlingNHttpHandlers#testSimpleHttpPostsHTTP10,matched (4 report(s) available),java.lang.AssertionError,Assertion Failure,
apache-httpcore,org.apache.http.nio.protocol.TestThrottlingNHttpHandlers#testInputThrottling,matched (2 report(s) available),java.lang.AssertionError,Assertion Failure,
apache-incubator-dubbo,org.apache.dubbo.registry.multicast.MulticastRegistryTest#testGetCustomPort,matched (4 report(s) available),java.lang.IllegalStateException,Ordering / State,Address already in use (Bind failed)
apache-incubator-dubbo,org.apache.dubbo.registry.multicast.MulticastRegistryTest#testCustomedPort,matched (2 report(s) available),java.lang.IllegalStateException,Ordering / State,Address already in use (Bind failed)
apache-incubator-dubbo,org.apache.dubbo.rpc.cluster.support.AbstractClusterInvokerTest#testBindingAttachment,matched (3 report(s) available),java.lang.AssertionError,Assertion Failure,set attachment failed!
apache-incubator-dubbo,org.apache.dubbo.rpc.protocol.dubbo.telnet.ListTelnetHandlerTest#testList,matched (13 report(s) available),org.apache.dubbo.rpc.RpcException,Other (RpcException),"Fail to start server(url: dubbo://127.0.0.1:20885/demo?channel.readonly.sent=true&codec=dubbo&heartbeat=60000) Failed to bind NettyServer on /127.0.0.1:20885, cause: Address already in use"
apache-incubator-dubbo,org.apache.dubbo.rpc.protocol.dubbo.telnet.ListTelnetHandlerTest#testListDefault,matched (5 report(s) available),org.apache.dubbo.rpc.RpcException,Other (RpcException),"Fail to start server(url: dubbo://127.0.0.1:20885/demo?channel.readonly.sent=true&codec=dubbo&heartbeat=60000) Failed to bind NettyServer on /127.0.0.1:20885, cause: Address already in use"
apache-incubator-dubbo,org.apache.dubbo.rpc.protocol.dubbo.telnet.ListTelnetHandlerTest#testListService,matched (288 report(s) available),org.apache.dubbo.rpc.RpcException,Other (RpcException),"Fail to start server(url: dubbo://127.0.0.1:20885/demo?channel.readonly.sent=true&codec=dubbo&heartbeat=60000) Failed to bind NettyServer on /127.0.0.1:20885, cause: Address already in use"
apache-incubator-dubbo,org.apache.dubbo.rpc.protocol.dubbo.ExplicitCallbackTest#TestCallbackMultiInstans,matched (4 report(s) available),java.lang.IllegalStateException,Ordering / State,callback instance not found
apache-incubator-dubbo,org.apache.dubbo.rpc.protocol.dubbo.telnet.ChangeTelnetHandlerTest#testChangeSimpleName,matched (1 report(s) available),org.apache.dubbo.rpc.RpcException,Other (RpcException),"Fail to start server(url: dubbo://127.0.0.1:20883/demo?channel.readonly.sent=true&codec=dubbo&heartbeat=60000) Failed to bind NettyServer on /127.0.0.1:20883, cause: Address already in use"
apache-incubator-dubbo,org.apache.dubbo.rpc.protocol.dubbo.telnet.ChangeTelnetHandlerTest#testChangeName,matched (3 report(s) available),org.apache.dubbo.rpc.RpcException,Other (RpcException),"Fail to start server(url: dubbo://127.0.0.1:20883/demo?channel.readonly.sent=true&codec=dubbo&heartbeat=60000) Failed to bind NettyServer on /127.0.0.1:20883, cause: Address already in use"
apache-incubator-dubbo,org.apache.dubbo.rpc.protocol.dubbo.telnet.ChangeTelnetHandlerTest#testChangePath,matched (14 report(s) available),org.apache.dubbo.rpc.RpcException,Other (RpcException),"Fail to start server(url: dubbo://127.0.0.1:20883/demo?channel.readonly.sent=true&codec=dubbo&heartbeat=60000) Failed to bind NettyServer on /127.0.0.1:20883, cause: Address already in use"
apache-incubator-dubbo,org.apache.dubbo.rpc.protocol.dubbo.DubboProtocolTest#testPerm,matched (1 report(s) available),org.apache.dubbo.rpc.RpcException,Other (RpcException),"Invoke remote method timeout. method: getSize, provider: dubbo://127.0.0.1:9050/org.apache.dubbo.rpc.protocol.dubbo.support.DemoService?codec=exchange, cause: Waiting server-side response timeout. start time: 2019-09-18 03:23:43.368, end time: 2019-09-18 03:23:45.037, client elapsed: 1669 ms, server elapsed: 0 ms, timeout: 1000 ms, request: Request [id=616, version=2.0.2, twoway=true, event=false, broken=false, data=RpcInvocation [methodName=getSize, parameterTypes=[class [Ljava.lang.String;], a"
apache-incubator-dubbo,org.apache.dubbo.rpc.protocol.dubbo.telnet.InvokerTelnetHandlerTest#testInvokeAutoFindMethod,matched (7 report(s) available),org.apache.dubbo.rpc.RpcException,Other (RpcException),"Fail to start server(url: dubbo://127.0.0.1:20883/demo?channel.readonly.sent=true&codec=dubbo&heartbeat=60000) Failed to bind NettyServer on /127.0.0.1:20883, cause: Address already in use"
apache-incubator-dubbo,org.apache.dubbo.rpc.protocol.dubbo.telnet.InvokerTelnetHandlerTest#testInvokeDefaultSService,matched (20 report(s) available),org.apache.dubbo.rpc.RpcException,Other (RpcException),"Fail to start server(url: dubbo://127.0.0.1:20883/demo?channel.readonly.sent=true&codec=dubbo&heartbeat=60000) Failed to bind NettyServer on /127.0.0.1:20883, cause: Address already in use"
apache-incubator-dubbo,org.apache.dubbo.remoting.exchange.support.header.HeartbeatHandlerTest#testClientHeartbeat,matched (2 report(s) available),org.apache.dubbo.remoting.RemotingException,Other (RemotingException),"Failed to bind NettyServer on localhost/127.0.0.1:55555, cause: Failed to bind to: /0.0.0.0:55555"
apache-incubator-dubbo,org.apache.dubbo.remoting.exchange.support.header.HeartbeatHandlerTest#testHeartbeat,matched (2 report(s) available),org.apache.dubbo.remoting.RemotingException,Other (RemotingException),"Failed to bind NettyServer on localhost/127.0.0.1:55555, cause: Failed to bind to: /0.0.0.0:55555"
apache-incubator-dubbo,org.apache.dubbo.remoting.exchange.support.header.HeartbeatHandlerTest#testServerHeartbeat,matched (2 report(s) available),org.apache.dubbo.remoting.RemotingException,Other (RemotingException),"Failed to bind NettyServer on localhost/127.0.0.1:55555, cause: Failed to bind to: /0.0.0.0:55555"
apache-incubator-dubbo,org.apache.dubbo.remoting.transport.netty.ThreadNameTest#testThreadName,matched (7 report(s) available),java.lang.AssertionError,Assertion Failure,
apache-incubator-dubbo,org.apache.dubbo.common.concurrent.ExecutionListTest#testAddNullRunnable,matched (8849 report(s) available),java.lang.Exception,Other (Exception),"Unexpected exception, expected<java.lang.NullPointerException> but was<org.mockito.exceptions.misusing.UnfinishedVerificationException>"
doanduyhai-Achilles,info.archinnov.achilles.test.integration.tests.ClusteredEntityIT#should_persist_with_ttl,matched (27 report(s) available),java.lang.AssertionError,Assertion Failure,expecting actual not to be null
doanduyhai-Achilles,info.archinnov.achilles.test.integration.tests.ClusteredEntityIT#should_update_with_ttl,matched (17 report(s) available),java.lang.AssertionError,Assertion Failure,expecting actual not to be null
doanduyhai-Achilles,info.archinnov.achilles.test.integration.tests.SecondaryIndexIT#should_return_entities_for_indexed_query,matched (1 report(s) available),com.datastax.driver.core.exceptions.InvalidQueryException,Other (InvalidQueryException),No indexed columns present in by-columns clause with Equal operator
doanduyhai-Achilles,info.archinnov.achilles.internal.statement.wrapper.RegularStatementWrapperTest#should_trace_query,matched (60 report(s) available),java.net.UnknownHostException,Connection / Network,ip-172-31-52-108: ip-172-31-52-108: Temporary failure in name resolution
elasticjob-elastic-job-lite,io.elasticjob.lite.event.rdb.JobEventRdbSearchTest#assertFindJobExecutionEventsWithTime,matched (1 report(s) available),java.lang.AssertionError,Assertion Failure,"
Expected: is <0>
     but: was <357>"
elasticjob-elastic-job-lite,io.elasticjob.lite.event.rdb.JobEventRdbSearchTest#assertFindJobStatusTraceEventsWithTime,matched (1 report(s) available),java.lang.AssertionError,Assertion Failure,"
Expected: is <0>
     but: was <357>"
elasticjob-elastic-job-lite,io.elasticjob.lite.reg.zookeeper.ZookeeperRegistryCenterQueryWithoutCacheTest#assertGetRegistryCenterTime,matched (5 report(s) available),java.lang.AssertionError,Assertion Failure,
hector-client-hector,me.prettyprint.cassandra.dao.SimpleCassandraDaoTest#testInsertGetDelete,matched (43 report(s) available),me.prettyprint.hector.api.exceptions.HCassandraInternalException,Other (HCassandraInternalException),Cassandra encountered an internal error processing this request: TApplicationError type: 6 message:Internal error processing get
hector-client-hector,me.prettyprint.cassandra.service.KeyspaceTest#testInsertAndGetAndRemove,matched (43 report(s) available),me.prettyprint.hector.api.exceptions.HCassandraInternalException,Other (HCassandraInternalException),Cassandra encountered an internal error processing this request: TApplicationError type: 6 message:Internal error processing get
hector-client-hector,me.prettyprint.cassandra.service.KeyspaceTest#testInsertSuper,matched (43 report(s) available),me.prettyprint.hector.api.exceptions.HCassandraInternalException,Other (HCassandraInternalException),Cassandra encountered an internal error processing this request: TApplicationError type: 6 message:Internal error processing get
hector-client-hector,me.prettyprint.cassandra.service.KeyspaceTest#testBatchMutate,matched (43 report(s) available),me.prettyprint.hector.api.exceptions.HCassandraInternalException,Other (HCassandraInternalException),Cassandra encountered an internal error processing this request: TApplicationError type: 6 message:Internal error processing get
hector-client-hector,me.prettyprint.cassandra.service.KeyspaceTest#testBatchMutateBatchMutation,matched (43 report(s) available),me.prettyprint.hector.api.exceptions.HCassandraInternalException,Other (HCassandraInternalException),Cassandra encountered an internal error processing this request: TApplicationError type: 6 message:Internal error processing get
hector-client-hector,me.prettyprint.cassandra.service.KeyspaceTest#testBatchUpdateInsertAndDelOnSame,matched (43 report(s) available),me.prettyprint.hector.api.exceptions.HCassandraInternalException,Other (HCassandraInternalException),Cassandra encountered an internal error processing this request: TApplicationError type: 6 message:Internal error processing get
hector-client-hector,me.prettyprint.cassandra.service.KeyspaceTest#testGetSlice,matched (43 report(s) available),me.prettyprint.hector.api.exceptions.HCassandraInternalException,Other (HCassandraInternalException),Cassandra encountered an internal error processing this request: TApplicationError type: 6 message:Internal error processing get_slice
hector-client-hector,me.prettyprint.cassandra.service.KeyspaceTest#testGetSuperSlice,matched (43 report(s) available),me.prettyprint.hector.api.exceptions.HCassandraInternalException,Other (HCassandraInternalException),Cassandra encountered an internal error processing this request: TApplicationError type: 6 message:Internal error processing get_slice
hector-client-hector,me.prettyprint.cassandra.service.KeyspaceTest#testMultigetSlice,matched (43 report(s) available),me.prettyprint.hector.api.exceptions.HCassandraInternalException,Other (HCassandraInternalException),Cassandra encountered an internal error processing this request: TApplicationError type: 6 message:Internal error processing multiget_slice
hector-client-hector,me.prettyprint.cassandra.service.KeyspaceTest#testMultigetCount,matched (43 report(s) available),me.prettyprint.hector.api.exceptions.HCassandraInternalException,Other (HCassandraInternalException),Cassandra encountered an internal error processing this request: TApplicationError type: 6 message:Internal error processing multiget_count
hector-client-hector,me.prettyprint.hector.api.ApiV2SystemTest#testInsertGetRemove,matched (43 report(s) available),me.prettyprint.hector.api.exceptions.HCassandraInternalException,Other (HCassandraInternalException),Cassandra encountered an internal error processing this request: TApplicationError type: 6 message:Internal error processing get
hector-client-hector,me.prettyprint.hector.api.ApiV2SystemTest#testBatchInsertGetRemove,matched (43 report(s) available),me.prettyprint.hector.api.exceptions.HCassandraInternalException,Other (HCassandraInternalException),Cassandra encountered an internal error processing this request: TApplicationError type: 6 message:Internal error processing get
hector-client-hector,me.prettyprint.hector.api.ApiV2SystemTest#testSuperInsertGetRemove,matched (43 report(s) available),me.prettyprint.hector.api.exceptions.HCassandraInternalException,Other (HCassandraInternalException),Cassandra encountered an internal error processing this request: TApplicationError type: 6 message:Internal error processing get
hector-client-hector,me.prettyprint.hector.api.ApiV2SystemTest#testSubColumnQuery,matched (43 report(s) available),me.prettyprint.hector.api.exceptions.HCassandraInternalException,Other (HCassandraInternalException),Cassandra encountered an internal error processing this request: TApplicationError type: 6 message:Internal error processing get_slice
hector-client-hector,me.prettyprint.hector.api.ApiV2SystemTest#testMultigetSliceQuery,matched (43 report(s) available),me.prettyprint.hector.api.exceptions.HCassandraInternalException,Other (HCassandraInternalException),Cassandra encountered an internal error processing this request: TApplicationError type: 6 message:Internal error processing multiget_slice
hector-client-hector,me.prettyprint.hector.api.ApiV2SystemTest#testSliceQuery,matched (43 report(s) available),me.prettyprint.hector.api.exceptions.HCassandraInternalException,Other (HCassandraInternalException),Cassandra encountered an internal error processing this request: TApplicationError type: 6 message:Internal error processing get_slice
hector-client-hector,me.prettyprint.hector.api.ApiV2SystemTest#testSuperSliceQuery,matched (43 report(s) available),me.prettyprint.hector.api.exceptions.HCassandraInternalException,Other (HCassandraInternalException),Cassandra encountered an internal error processing this request: TApplicationError type: 6 message:Internal error processing get_slice
hector-client-hector,me.prettyprint.hector.api.ApiV2SystemTest#testSubSliceQuery,matched (43 report(s) available),me.prettyprint.hector.api.exceptions.HCassandraInternalException,Other (HCassandraInternalException),Cassandra encountered an internal error processing this request: TApplicationError type: 6 message:Internal error processing get_slice
hector-client-hector,me.prettyprint.hector.api.ApiV2SystemTest#testMultigetSuperSliceQuery,matched (43 report(s) available),me.prettyprint.hector.api.exceptions.HCassandraInternalException,Other (HCassandraInternalException),Cassandra encountered an internal error processing this request: TApplicationError type: 6 message:Internal error processing multiget_slice
hector-client-hector,me.prettyprint.hector.api.ApiV2SystemTest#testMultigetSubSliceQuery,matched (43 report(s) available),me.prettyprint.hector.api.exceptions.HCassandraInternalException,Other (HCassandraInternalException),Cassandra encountered an internal error processing this request: TApplicationError type: 6 message:Internal error processing multiget_slice
hector-client-hector,me.prettyprint.hector.api.ApiV2SystemTest#testCountQuery,matched (43 report(s) available),me.prettyprint.hector.api.exceptions.HCassandraInternalException,Other (HCassandraInternalException),Cassandra encountered an internal error processing this request: TApplicationError type: 6 message:Internal error processing get_count
hector-client-hector,me.prettyprint.hector.api.ApiV2SystemTest#testSuperCountQuery,matched (43 report(s) available),me.prettyprint.hector.api.exceptions.HCassandraInternalException,Other (HCassandraInternalException),Cassandra encountered an internal error processing this request: TApplicationError type: 6 message:Internal error processing get_count
hector-client-hector,me.prettyprint.hector.api.ApiV2SystemTest#testSubCountQuery,matched (43 report(s) available),me.prettyprint.hector.api.exceptions.HCassandraInternalException,Other (HCassandraInternalException),Cassandra encountered an internal error processing this request: TApplicationError type: 6 message:Internal error processing get_count
hector-client-hector,me.prettyprint.cassandra.utils.TimeUUIDUtilsTest#testTimeUUIDWithClockResolution,matched (49 report(s) available),java.lang.AssertionError,Assertion Failure,expected:<3bebdb80-abfe-1b28-ad13-1236084d52be> but was:<97a40521-c97b-11e9-ad13-1236084d52be>
hector-client-hector,me.prettyprint.cassandra.model.MultigetCountQueryTest#testMultigetCount,matched (43 report(s) available),me.prettyprint.hector.api.exceptions.HCassandraInternalException,Other (HCassandraInternalException),Cassandra encountered an internal error processing this request: TApplicationError type: 6 message:Internal error processing multiget_count
hector-client-hector,me.prettyprint.cassandra.service.CassandraAuthTest#testInsertAndGetAndRemove,matched (43 report(s) available),me.prettyprint.hector.api.exceptions.HCassandraInternalException,Other (HCassandraInternalException),Cassandra encountered an internal error processing this request: TApplicationError type: 6 message:Internal error processing get
hector-client-hector,me.prettyprint.cassandra.model.MutatorTest#testInsert,matched (43 report(s) available),me.prettyprint.hector.api.exceptions.HCassandraInternalException,Other (HCassandraInternalException),Cassandra encountered an internal error processing this request: TApplicationError type: 6 message:Internal error processing get
hector-client-hector,me.prettyprint.cassandra.model.MutatorTest#testSubDelete,matched (43 report(s) available),me.prettyprint.hector.api.exceptions.HCassandraInternalException,Other (HCassandraInternalException),Cassandra encountered an internal error processing this request: TApplicationError type: 6 message:Internal error processing get
hector-client-hector,me.prettyprint.cassandra.model.MutatorTest#testBatchMutationManagement,matched (43 report(s) available),me.prettyprint.hector.api.exceptions.HCassandraInternalException,Other (HCassandraInternalException),Cassandra encountered an internal error processing this request: TApplicationError type: 6 message:Internal error processing get
hector-client-hector,me.prettyprint.cassandra.model.MutatorTest#testRowDeletion,matched (43 report(s) available),me.prettyprint.hector.api.exceptions.HCassandraInternalException,Other (HCassandraInternalException),Cassandra encountered an internal error processing this request: TApplicationError type: 6 message:Internal error processing get
hector-client-hector,me.prettyprint.cassandra.examples.ExampleDaoV2Test#testInsertGetDelete,matched (43 report(s) available),me.prettyprint.hector.api.exceptions.HCassandraInternalException,Other (HCassandraInternalException),Cassandra encountered an internal error processing this request: TApplicationError type: 6 message:Internal error processing get
hector-client-hector,me.prettyprint.cassandra.examples.ExampleDaoV2Test#testMultiInsertGetDelete,matched (43 report(s) available),me.prettyprint.hector.api.exceptions.HCassandraInternalException,Other (HCassandraInternalException),Cassandra encountered an internal error processing this request: TApplicationError type: 6 message:Internal error processing multiget_slice
hector-client-hector,me.prettyprint.hom.EntityManagerFactoryTest#testCreateEntityManager,matched (5147 report(s) available),java.lang.AssertionError:,Assertion Failure,
jknack-handlebars.java,com.github.jknack.handlebars.HumanizeHelperTest#naturalTime,matched (411 report(s) available),org.junit.ComparisonFailure,Assertion Failure,expected:<[moments] ago> but was:<[one minute] ago>
joel-costigliola-assertj-core,org.assertj.core.api.date.DateAssert_with_string_based_date_representation_Test#date_assertion_should_support_timestamp_string_representation,no archive available (extraction failed: unexpected extraction error: [Errno 2] No such file or directory: '.\\_failure_log_extraction_tmp\\joel-costigliola-assertj-core\\failingLogs\\joel-costigliola-assertj-core\\5521\\org.assertj.core.api.date.DateAssert_with_string_based_date_representation_Test#date_assertion_should_support_timestamp_string_representation.xml'),,,
kevinsawicki-http-request,com.github.kevinsawicki.http.HttpRequestTest#basicProxyAuthentication,matched (246 report(s) available),com.github.kevinsawicki.http.HttpRequest$HttpRequestException,Other (HttpRequest$HttpRequestException),java.io.IOException
kevinsawicki-http-request,com.github.kevinsawicki.http.HttpRequestTest#getUrlEncodedWithUnicode,matched (1 report(s) available),org.junit.ComparisonFailure,Assertion Failure,expected:</[ß]> but was:</[]>
kevinsawicki-http-request,com.github.kevinsawicki.http.HttpRequestTest#getUrlEncodedWithPercent,matched (1 report(s) available),org.junit.ComparisonFailure,Assertion Failure,expected:</[%]> but was:</[]>
kevinsawicki-http-request,com.github.kevinsawicki.http.HttpRequestTest#getUrlEncodedWithSpace,matched (1 report(s) available),org.junit.ComparisonFailure,Assertion Failure,expected:</[a resource]> but was:</[]>
kevinsawicki-http-request,com.github.kevinsawicki.http.HttpRequestTest#verifierAccepts,matched (245 report(s) available),java.lang.ClassCastException,Other (ClassCastException),sun.net.www.protocol.http.HttpURLConnection cannot be cast to javax.net.ssl.HttpsURLConnection
kevinsawicki-http-request,com.github.kevinsawicki.http.HttpRequestTest#singleVerifier,matched (245 report(s) available),java.lang.ClassCastException,Other (ClassCastException),sun.net.www.protocol.http.HttpURLConnection cannot be cast to javax.net.ssl.HttpsURLConnection
kevinsawicki-http-request,com.github.kevinsawicki.http.HttpRequestTest#singleSslSocketFactory,matched (245 report(s) available),java.lang.ClassCastException,Other (ClassCastException),sun.net.www.protocol.http.HttpURLConnection cannot be cast to javax.net.ssl.HttpsURLConnection
kevinsawicki-http-request,com.github.kevinsawicki.http.HttpRequestTest#postWithMappedQueryParams,matched (245 report(s) available),java.lang.AssertionError,Assertion Failure,expected:<user> but was:<null>
kevinsawicki-http-request,com.github.kevinsawicki.http.HttpRequestTest#postWithVaragsQueryParams,matched (245 report(s) available),java.lang.AssertionError,Assertion Failure,expected:<user> but was:<null>
kevinsawicki-http-request,com.github.kevinsawicki.http.HttpRequestTest#postWithEscapedMappedQueryParams,matched (245 report(s) available),java.lang.AssertionError,Assertion Failure,expected:<us er> but was:<null>
kevinsawicki-http-request,com.github.kevinsawicki.http.HttpRequestTest#postWithEscapedVarargsQueryParams,matched (245 report(s) available),java.lang.AssertionError,Assertion Failure,expected:<us er> but was:<null>
kevinsawicki-http-request,com.github.kevinsawicki.http.HttpRequestTest#postWithNumericQueryParams,matched (245 report(s) available),java.lang.AssertionError,Assertion Failure,expected:<2> but was:<null>
kevinsawicki-http-request,com.github.kevinsawicki.http.HttpRequestTest#getWithMappedQueryParams,matched (245 report(s) available),java.lang.AssertionError,Assertion Failure,expected:<user> but was:<null>
kevinsawicki-http-request,com.github.kevinsawicki.http.HttpRequestTest#getWithVarargsQueryParams,matched (245 report(s) available),java.lang.AssertionError,Assertion Failure,expected:<user> but was:<null>
kevinsawicki-http-request,com.github.kevinsawicki.http.HttpRequestTest#getWithEscapedMappedQueryParams,matched (245 report(s) available),java.lang.AssertionError,Assertion Failure,expected:<us er> but was:<null>
kevinsawicki-http-request,com.github.kevinsawicki.http.HttpRequestTest#getWithEscapedVarargsQueryParams,matched (245 report(s) available),java.lang.AssertionError,Assertion Failure,expected:<us er> but was:<null>
kevinsawicki-http-request,com.github.kevinsawicki.http.HttpRequestTest#deleteWithMappedQueryParams,matched (156 report(s) available),java.lang.AssertionError,Assertion Failure,expected:<user> but was:<null>
kevinsawicki-http-request,com.github.kevinsawicki.http.HttpRequestTest#deleteWithVarargsQueryParams,matched (156 report(s) available),java.lang.AssertionError,Assertion Failure,expected:<user> but was:<null>
orbit-orbit,com.ea.orbit.actors.test.StatelessActorTest#statelessTest,matched (171 report(s) available),java.lang.AssertionError,Assertion Failure,expected:<4> but was:<5>
orbit-orbit,com.ea.orbit.actors.test.ReminderTest#persistedTimerTest,matched (66 report(s) available),junit.framework.AssertionFailedError,Assertion Failure,Expected: <null> but was: bla
orbit-orbit,com.ea.orbit.actors.test.TimerTest#timerTest,matched (21 report(s) available),java.lang.AssertionError,Assertion Failure,
orbit-orbit,com.ea.orbit.actors.test.ObserverTest#observerGarbageCollection,matched (7 report(s) available),java.lang.AssertionError,Assertion Failure,Was expecting some exception
orbit-orbit,com.ea.orbit.actors.test.DeactivationTest#cleanupTest,matched (12 report(s) available),java.lang.AssertionError,Assertion Failure,expected:<2> but was:<1>
orbit-orbit,com.ea.orbit.actors.test.DeactivationTest#statelessWorkerDeactivationTest,matched (120 report(s) available),java.lang.AssertionError,Assertion Failure,expected:<1> but was:<2>
orbit-orbit,com.ea.orbit.actors.test.LifeCycleTest#deactivationTest,matched (2546 report(s) available),java.lang.AssertionError,Assertion Failure,Values should be different. Actual: 0
qos-ch-logback,ch.qos.logback.classic.pattern.ConverterTest#testRelativeTime,matched (44 report(s) available),org.junit.ComparisonFailure,Assertion Failure,expected:<[1]> but was:<[2]>
qos-ch-logback,ch.qos.logback.classic.net.SMTPAppender_GreenTest#testCustomEvaluator,matched (2 report(s) available),java.lang.AssertionError,Assertion Failure,expected:<1> but was:<0>
qos-ch-logback,ch.qos.logback.classic.net.SMTPAppender_GreenTest#testCustomBufferSize,matched (1 report(s) available),java.lang.AssertionError,Assertion Failure,expected:<1> but was:<0>
qos-ch-logback,ch.qos.logback.classic.net.SMTPAppender_GreenTest#synchronousSmoke,matched (1 report(s) available),java.lang.AssertionError,Assertion Failure,expected:<1> but was:<0>
qos-ch-logback,ch.qos.logback.classic.net.SMTPAppender_GreenTest#LBCLASSIC_104,matched (2 report(s) available),java.lang.AssertionError,Assertion Failure,expected:<1> but was:<0>
qos-ch-logback,ch.qos.logback.classic.sift.MDCBasedDiscriminatorTest#nullMDC,matched (141 report(s) available),java.lang.AssertionError,Assertion Failure,"expected:<{}> but was:<{propertyDefinedWithinSift=825813384, localProperty=1067334567, compositeProperty=486745466, linger=session481425847, max=222834348}>"
qos-ch-logback,ch.qos.logback.classic.spi.PackagingDataCalculatorTest#perfTest,matched (1 report(s) available),java.lang.AssertionError,Assertion Failure,computing class packaging data (614.398687) should have been less than 10 times the time it takes to process an exception 569.6274599999999
qos-ch-logback,ch.qos.logback.classic.turbo.ReconfigureOnChangeTest#fallbackToSafe,matched (1 report(s) available),java.lang.AssertionError,Assertion Failure,
qos-ch-logback,ch.qos.logback.classic.turbo.ReconfigureOnChangeTest#gafferInstallFilter,matched (4 report(s) available),java.lang.ArrayIndexOutOfBoundsException,Ordering / State,0
qos-ch-logback,ch.qos.logback.classic.turbo.ReconfigureOnChangeTest#fallbackToSafeWithIncludedFile,matched (2 report(s) available),java.lang.AssertionError,Assertion Failure,
qos-ch-logback,ch.qos.logback.classic.turbo.ReconfigureOnChangeTest#scan_LOGBACK_474,matched (10 report(s) available),java.lang.Exception,Other (Exception),test timed out after 4000 milliseconds
qos-ch-logback,ch.qos.logback.classic.net.SyslogAppenderTest#basic,matched (1 report(s) available),java.lang.AssertionError,Assertion Failure,expected:<1> but was:<0>
qos-ch-logback,ch.qos.logback.classic.rolling.UniqueFileTest#basic,matched (12 report(s) available),java.lang.AssertionError,Assertion Failure,File target/test-output/TS_20190828T211136log.txt does not exist
qos-ch-logback,ch.qos.logback.core.net.DefaultSocketConnectorTest#testConnectionFails,matched (1 report(s) available),java.lang.AssertionError,Assertion Failure,
